countrycode,country,year,gdppc,prodag,prodind,prodserv,incomeClass
ISR,Israel,2010,30736.363893929356,NA,NA,NA,H
ISR,Israel,2011,31691.335307360758,NA,NA,NA,H
ISR,Israel,2012,32000.724056626896,NA,NA,NA,H
ISR,Israel,2013,32462.32195976147,NA,NA,NA,H
ISR,Israel,2014,32673.007447743308,NA,NA,NA,H
ITA,Italy,1991,31293.916721402467,19235.767578125,65936.9375,88192.0,H
ITA,Italy,1992,31533.567919245594,21037.73828125,62101.32421875,94442.109375,H
ITA,Italy,1993,31245.53976862377,23997.74609375,61976.26953125,94306.453125,H
ITA,Italy,1994,31911.13709473968,25458.369140625,65927.3125,96700.5234375,H
ITA,Italy,1995,32831.83796677854,27435.716796875,69636.453125,99634.515625,H
ITA,Italy,1996,33244.83113497891,29939.369140625,70460.0703125,99893.125,H
ITA,Italy,1997,33837.08832580063,31612.58984375,71890.46875,100412.75,H
ITA,Italy,1998,34374.02822595703,32784.87109375,71825.5,101264.671875,H
ITA,Italy,1999,34904.3401143211,38208.61328125,71599.09375,100643.7109375,H
ITA,Italy,2000,36182.93292846721,38747.82421875,74384.140625,102348.0625,H
ITA,Italy,2001,36803.484348430145,36809.34765625,73607.375,102497.171875,H
ITA,Italy,2002,36840.056284259794,36912.83984375,73186.859375,100631.9375,H
ITA,Italy,2003,36732.16351166955,36454.71875,71104.0625,99349.421875,H
ITA,Italy,2004,37072.53772622201,45722.37109375,72504.2265625,95302.625,H
ITA,Italy,2005,37241.153254846016,42596.5859375,73810.703125,96306.046875,H
ITA,Italy,2006,37874.42313805457,40789.9609375,77216.3828125,95566.234375,H
ITA,Italy,2007,38239.07321587476,43782.24609375,77855.4375,96050.6875,H
ITA,Italy,2008,37587.57522250031,47795.7578125,76158.8984375,94367.734375,H
ITA,Italy,2009,35365.506440702724,48011.49609375,68263.7265625,93056.453125,H
ITA,Italy,2010,35851.50807384514,47311.16015625,73211.578125,94253.4453125,H
ITA,Italy,2011,35996.277664597976,49662.875,73847.859375,94628.578125,H
ITA,Italy,2012,34887.37300786279,48646.8125,73438.0,92219.40625,H
ITA,Italy,2013,33882.40761083261,51083.62890625,73353.3203125,90768.828125,H
ITA,Italy,2014,33457.74767581297,48215.35546875,72144.4296875,90441.421875,H
JAM,Jamaica,1991,4507.610705814045,NA,NA,NA,LM
JAM,Jamaica,1992,4563.511456332166,3130.36328125,16005.6572265625,10648.2197265625,LM
JAM,Jamaica,1993,4956.482834983808,3569.12548828125,15893.419921875,12874.4677734375,LM
JAM,Jamaica,1994,4986.283919882246,3767.208251953125,15484.4921875,12642.140625,LM
JAM,Jamaica,1995,5062.306634610613,4000.291748046875,14743.361328125,13112.3974609375,LM
JAM,Jamaica,1996,4996.265640938051,4255.2177734375,14163.9384765625,13083.3642578125,LM
JAM,Jamaica,1997,4892.221016028356,3970.782958984375,15496.623046875,12606.619140625,LM
JAM,Jamaica,1998,4735.568077004467,3774.10302734375,15673.76953125,12058.291015625,LM
JAM,Jamaica,1999,4752.635024686111,3975.432861328125,15815.6474609375,12143.33984375,LM
JAM,Jamaica,2000,4766.438114160868,3407.054443359375,16607.333984375,12285.4833984375,LM
JAM,Jamaica,2001,4800.570708606933,3618.513427734375,16287.205078125,12352.9619140625,LM
JAM,Jamaica,2002,4878.2966988521375,3461.15185546875,15871.5947265625,12336.7685546875,LM
JAM,Jamaica,2003,5038.958105454102,3548.007080078125,15691.3603515625,12424.671875,LM
JAM,Jamaica,2004,5087.343493874975,3400.53369140625,15342.986328125,12295.255859375,LM
JAM,Jamaica,2005,5114.454301271617,3146.317626953125,15872.3740234375,12062.2353515625,LM
JAM,Jamaica,2006,5244.001024548997,3652.89306640625,15241.83984375,12133.1884765625,LM
JAM,Jamaica,2007,5300.235516651921,3417.022216796875,14975.9130859375,12153.1064453125,LM
JAM,Jamaica,2008,5243.335247885019,3025.18896484375,14379.25,12446.4814453125,LM
JAM,Jamaica,2009,4993.641553642014,3289.336669921875,14144.51953125,12623.62890625,UM
JAM,Jamaica,2010,4902.034731047341,3344.49951171875,14517.068359375,12581.375,UM
JAM,Jamaica,2011,4969.858592516103,4198.630859375,14625.7255859375,12034.7685546875,UM
JAM,Jamaica,2012,4925.3309705301535,4160.4375,14687.67578125,11942.130859375,UM
JAM,Jamaica,2013,4939.795516026415,4126.134765625,15103.78515625,12017.4912109375,UM
JAM,Jamaica,2014,4963.0099252832715,NA,NA,NA,UM
JPN,Japan,1991,37963.4747256684,18058.451171875,75005.734375,88222.078125,H
JPN,Japan,1992,38179.5134777251,19355.65625,72420.515625,89280.78125,H
JPN,Japan,1993,38150.5451385261,19026.19921875,71401.5390625,89479.4375,H
JPN,Japan,1994,38349.132097078465,22103.134765625,68079.7578125,92270.6015625,H
JPN,Japan,1995,38945.031661462286,20958.841796875,68764.96875,93318.2734375,H
JPN,Japan,1996,39860.46812013296,23172.0703125,71076.578125,94909.625,H
JPN,Japan,1997,40400.11652208039,23588.357421875,71935.0703125,95521.859375,H
JPN,Japan,1998,39483.40845230911,24016.462890625,71712.3203125,94146.2265625,H
JPN,Japan,1999,39332.821308824656,24952.830078125,73099.453125,95173.0625,H
JPN,Japan,2000,40153.53463651354,26056.27734375,76439.1171875,96501.2890625,H
JPN,Japan,2001,40199.28706835136,24995.921875,75882.8203125,96780.1796875,H
JPN,Japan,2002,40222.04746335824,27952.341796875,77136.4765625,97254.828125,H
JPN,Japan,2003,40812.40961627953,25956.5859375,79011.0078125,98554.984375,H
JPN,Japan,2004,41761.820121993005,23950.55859375,83886.796875,99443.0234375,H
JPN,Japan,2005,42301.88988535853,24722.828125,86806.3125,100207.203125,H
JPN,Japan,2006,42990.7669479509,24869.244140625,89677.5859375,101312.8671875,H
JPN,Japan,2007,43882.7504767207,26958.693359375,92867.46875,102232.5546875,H
JPN,Japan,2008,43404.627982429134,29054.041015625,94633.9375,100576.1796875,H
JPN,Japan,2009,41010.78822549,26760.03515625,87787.59375,96237.203125,H
JPN,Japan,2010,42935.25271968275,28055.544921875,102994.0546875,97437.3125,H
JPN,Japan,2011,42824.712297869155,NA,NA,NA,H
JPN,Japan,2012,43658.17337649752,30719.01953125,100105.0078125,101678.4140625,H
JPN,Japan,2013,44327.93820904833,32119.87890625,101601.5703125,102503.484375,H
JPN,Japan,2014,44386.09733034687,NA,NA,NA,H
JOR,Jordan,1991,2499.675264297835,NA,NA,NA,LM
JOR,Jordan,1992,2803.776045945766,NA,NA,NA,LM
JOR,Jordan,1993,2775.5503015455806,NA,NA,NA,LM
JOR,Jordan,1994,2775.3102694986255,NA,NA,NA,LM
JOR,Jordan,1995,2834.0473577304438,NA,NA,NA,LM
JOR,Jordan,1996,2809.9264630436646,NA,NA,NA,LM
JOR,Jordan,1997,2840.3127118019793,NA,NA,NA,LM
JOR,Jordan,1998,2877.2506166781554,NA,NA,NA,LM
JOR,Jordan,1999,2930.881366607903,NA,NA,NA,LM
JOR,Jordan,2000,3006.3948259056924,6561.9267578125,15589.68359375,11977.388671875,LM
JOR,Jordan,2001,3110.8763077652675,8018.53369140625,17017.69921875,12485.302734375,LM
JOR,Jordan,2002,3231.9594843107143,10482.0615234375,19828.255859375,12626.837890625,LM
JOR,Jordan,2003,3297.362180729118,12422.2236328125,19493.478515625,12938.828125,LM
JOR,Jordan,2004,3490.3495254148456,11502.166015625,17640.36328125,14045.9560546875,LM
JOR,Jordan,2005,3661.0727321252807,13669.9453125,23062.833984375,13706.6611328125,LM
JOR,Jordan,2006,3816.235121568331,16168.10546875,24975.8359375,13823.056640625,LM
JOR,Jordan,2007,3963.9495117225233,17163.392578125,24879.083984375,13389.3486328125,LM
JOR,Jordan,2008,4073.392181348389,18472.74609375,26573.859375,13373.6171875,LM
JOR,Jordan,2009,4120.395757444413,18112.697265625,24715.54296875,12906.798828125,LM
JOR,Jordan,2010,4054.270667756748,26236.880859375,26967.44921875,12566.376953125,LM
JOR,Jordan,2011,4008.9638391712992,31263.783203125,26111.48046875,12707.8291015625,LM
JOR,Jordan,2012,3977.5265002720416,23349.072265625,24821.048828125,12962.27734375,UM
JOR,Jordan,2013,3965.126009937601,21713.16796875,25288.365234375,12816.748046875,UM
JOR,Jordan,2014,3976.9656643071603,24548.294921875,24326.5390625,12497.3955078125,UM
KAZ,Kazakhstan,1991,5209.681599532776,NA,NA,NA,Missing
KAZ,Kazakhstan,1992,4936.991251337856,NA,NA,NA,Missing
KAZ,Kazakhstan,1993,4512.620204008847,NA,NA,NA,LM
KAZ,Kazakhstan,1994,4001.6692805958555,NA,NA,NA,LM
KAZ,Kazakhstan,1995,3738.469473305361,NA,NA,NA,LM
KAZ,Kazakhstan,1996,3814.499326959834,NA,NA,NA,LM
KAZ,Kazakhstan,1997,3941.124847871731,NA,NA,NA,LM
KAZ,Kazakhstan,1998,3933.5577676359967,NA,NA,NA,LM
KAZ,Kazakhstan,1999,4078.4267926199386,2821.0908203125,17130.73828125,8992.517578125,LM
KAZ,Kazakhstan,2000,4491.591823337424,NA,NA,NA,LM
KAZ,Kazakhstan,2001,5106.634167018058,2296.039306640625,26698.873046875,11441.00390625,LM
KAZ,Kazakhstan,2002,5606.852997425761,2320.1923828125,29285.35546875,12204.779296875,LM
KAZ,Kazakhstan,2003,6107.709259312265,2350.355712890625,30229.13671875,13409.8740234375,LM
KAZ,Kazakhstan,2004,6647.692129510588,2444.169677734375,32458.6484375,14153.0517578125,LM
KAZ,Kazakhstan,2005,7227.982949000099,2641.77880859375,33893.08203125,14883.6484375,LM
KAZ,Kazakhstan,2006,7917.195342368849,2820.52099609375,36806.59765625,15774.2568359375,LM
KAZ,Kazakhstan,2007,8523.766204599096,3021.6103515625,37701.734375,16852.91015625,LM
KAZ,Kazakhstan,2008,8698.423653635393,2845.400390625,37568.203125,16867.470703125,UM
KAZ,Kazakhstan,2009,8573.772759120253,3251.3076171875,37561.4609375,15973.6611328125,UM
KAZ,Kazakhstan,2010,9070.649971999854,2869.101318359375,39085.46484375,16826.166015625,UM
KAZ,Kazakhstan,2011,9585.709464139372,3804.48388671875,39091.75,17405.33203125,UM
KAZ,Kazakhstan,2012,9886.431208215638,3224.92822265625,38488.3671875,18843.306640625,UM
KAZ,Kazakhstan,2013,10310.11766485346,3730.353515625,38380.05859375,19539.611328125,UM
KAZ,Kazakhstan,2014,10575.185617409126,NA,NA,NA,UM
KEN,Kenya,1991,911.0570938178743,NA,NA,NA,L
KEN,Kenya,1992,875.0433386325387,NA,NA,NA,L
KEN,Kenya,1993,851.1017185419186,NA,NA,NA,L
KEN,Kenya,1994,847.7929197857727,NA,NA,NA,L
KEN,Kenya,1995,860.4128249861346,NA,NA,NA,L
KEN,Kenya,1996,872.4126824170395,NA,NA,NA,L
KEN,Kenya,1997,854.4850157922544,NA,NA,NA,L
KEN,Kenya,1998,861.0343468062563,NA,NA,NA,L
KEN,Kenya,1999,859.4701483972435,NA,NA,NA,L
KEN,Kenya,2000,843.3445496581361,NA,NA,NA,L
KEN,Kenya,2001,853.3175135014864,NA,NA,NA,L
KEN,Kenya,2002,836.2351624285124,NA,NA,NA,L
KEN,Kenya,2003,838.7172508723694,NA,NA,NA,L
KEN,Kenya,2004,858.8383696066335,NA,NA,NA,L
KEN,Kenya,2005,886.1111951620546,1306.95458984375,7682.97509765625,3706.558349609375,L
KEN,Kenya,2006,919.1026109425817,NA,NA,NA,L
KEN,Kenya,2007,956.639249581039,NA,NA,NA,L
KEN,Kenya,2008,933.9423321135703,NA,NA,NA,L
KEN,Kenya,2009,939.6305273353254,NA,NA,NA,L
KEN,Kenya,2010,991.8505451431987,NA,NA,NA,L
KEN,Kenya,2011,1024.7303459488396,NA,NA,NA,L
KEN,Kenya,2012,1043.1238884751576,NA,NA,NA,L
KEN,Kenya,2013,1073.498645533031,NA,NA,NA,L
KEN,Kenya,2014,1101.22985855291,NA,NA,NA,L
KIR,Kiribati,1991,1192.7993939816563,NA,NA,NA,LM
KIR,Kiribati,1992,1213.0718607946053,NA,NA,NA,LM
KIR,Kiribati,1993,1239.505323327001,NA,NA,NA,LM
KIR,Kiribati,1994,1284.0474236795146,NA,NA,NA,LM
KIR,Kiribati,1995,1254.3622103388689,NA,NA,NA,LM
KIR,Kiribati,1996,1311.1789633567219,NA,NA,NA,LM
KIR,Kiribati,1997,1362.0722397362317,NA,NA,NA,LM
KIR,Kiribati,1998,1486.3293363580062,NA,NA,NA,LM
KIR,Kiribati,1999,1463.2012676641248,NA,NA,NA,LM
KIR,Kiribati,2000,1575.0227991645615,NA,NA,NA,LM
KIR,Kiribati,2001,1559.2756241447519,NA,NA,NA,LM
KIR,Kiribati,2002,1541.6182454654365,NA,NA,NA,LM
KIR,Kiribati,2003,1575.8029659778565,NA,NA,NA,LM
KIR,Kiribati,2004,1596.1144628156023,NA,NA,NA,LM
KIR,Kiribati,2005,1562.5492163142635,NA,NA,NA,LM
KIR,Kiribati,2006,1461.5898748778416,NA,NA,NA,LM
KIR,Kiribati,2007,1537.9515259944058,NA,NA,NA,LM
KIR,Kiribati,2008,1546.1634555133373,NA,NA,NA,LM
KIR,Kiribati,2009,1503.3662635675175,NA,NA,NA,LM
KIR,Kiribati,2010,1465.5045744402762,NA,NA,NA,LM
KIR,Kiribati,2011,1476.6862638785324,NA,NA,NA,LM
KIR,Kiribati,2012,1490.3010338981117,NA,NA,NA,LM
KIR,Kiribati,2013,1507.4029228216555,NA,NA,NA,LM
KIR,Kiribati,2014,1535.9234718962582,NA,NA,NA,LM
KOR,"Korea, Rep.",1991,9554.679146536577,5991.04248046875,19354.201171875,27444.02734375,UM
KOR,"Korea, Rep.",1992,10001.06006261375,6680.263671875,20066.833984375,27940.888671875,UM
KOR,"Korea, Rep.",1993,10526.590259444098,6681.578125,22117.107421875,28156.427734375,UM
KOR,"Korea, Rep.",1994,11335.344403422,6986.59521484375,23720.62109375,28648.44140625,UM
KOR,"Korea, Rep.",1995,12224.042116221484,7914.17529296875,25300.96484375,29491.583984375,UM
KOR,"Korea, Rep.",1996,12978.206949764084,8427.0,27303.974609375,29875.5390625,UM
KOR,"Korea, Rep.",1997,13598.511640234932,9003.9951171875,29305.517578125,30099.9140625,H
KOR,"Korea, Rep.",1998,12729.285875937938,8168.83642578125,32121.6953125,29563.96875,H
KOR,"Korea, Rep.",1999,13995.380522443143,9106.6787109375,36006.91015625,30420.580078125,H
KOR,"Korea, Rep.",2000,15104.520871267496,9731.951171875,37843.1953125,31062.73828125,UM
KOR,"Korea, Rep.",2001,15671.615022139158,10314.416015625,39481.296875,31415.625,UM
KOR,"Korea, Rep.",2002,16742.77371217161,10616.650390625,41959.79296875,32841.11328125,UM
KOR,"Korea, Rep.",2003,17148.484006230414,10633.2705078125,43831.1484375,33398.92578125,H
KOR,"Korea, Rep.",2004,17921.29290828576,12376.9853515625,46619.9921875,33381.06640625,H
KOR,"Korea, Rep.",2005,18586.29641409878,12788.4580078125,49770.609375,34069.734375,H
KOR,"Korea, Rep.",2006,19453.835538250318,13228.8662109375,53504.15625,34934.84765625,H
KOR,"Korea, Rep.",2007,20421.390310712883,13865.2890625,58759.83203125,36027.22265625,H
KOR,"Korea, Rep.",2008,20848.55532908583,15426.1533203125,61427.92578125,36573.625,H
KOR,"Korea, Rep.",2009,20896.448676022195,16454.943359375,63365.390625,36948.65234375,H
KOR,"Korea, Rep.",2010,22151.208892132385,16475.369140625,67630.2734375,38067.109375,H
KOR,"Korea, Rep.",2011,22796.471232513613,16384.3515625,69810.375,38375.234375,H
KOR,"Korea, Rep.",2012,23214.12664520715,16550.15234375,71104.234375,38690.05859375,H
KOR,"Korea, Rep.",2013,23784.08789575198,17173.466796875,73042.5859375,39295.03125,H
KOR,"Korea, Rep.",2014,24479.24286191922,NA,NA,NA,H
KSV,Kosovo,2000,1919.8378326108514,NA,NA,NA,Missing
KSV,Kosovo,2001,2436.0396711147864,NA,NA,NA,Missing
KSV,Kosovo,2002,2417.3216290940873,NA,NA,NA,Missing
KSV,Kosovo,2003,2560.1424475227755,NA,NA,NA,Missing
KSV,Kosovo,2004,2625.2350857983924,NA,NA,NA,Missing
KSV,Kosovo,2005,2781.731837478006,NA,NA,NA,Missing
KSV,Kosovo,2006,2883.7386395176673,NA,NA,NA,Missing
KSV,Kosovo,2007,3069.0980572926414,NA,NA,NA,Missing
KSV,Kosovo,2008,3125.068089487102,NA,NA,NA,Missing
KSV,Kosovo,2009,3203.66288547379,NA,NA,NA,Missing
KSV,Kosovo,2010,3283.211938431721,NA,NA,NA,LM
KSV,Kosovo,2011,3405.582675642636,NA,NA,NA,LM
KSV,Kosovo,2012,3473.6023960583734,NA,NA,NA,LM
KSV,Kosovo,2013,3567.582836280314,NA,NA,NA,LM
KSV,Kosovo,2014,3621.7043178549566,NA,NA,NA,LM
KWT,Kuwait,1995,40805.004865788505,NA,NA,NA,H
KWT,Kuwait,1996,41029.9962520269,NA,NA,NA,H
KWT,Kuwait,1997,40839.25137034819,NA,NA,NA,H
KWT,Kuwait,1998,40417.51960483253,NA,NA,NA,H
KWT,Kuwait,1999,37832.94451289001,NA,NA,NA,H
KWT,Kuwait,2000,38042.352283204404,NA,NA,NA,H
KWT,Kuwait,2001,37153.70701807452,NA,NA,NA,H
KWT,Kuwait,2002,37290.29273848578,NA,NA,NA,H
KWT,Kuwait,2003,42626.48110055505,NA,NA,NA,H
KWT,Kuwait,2004,45680.77259215381,NA,NA,NA,H
KWT,Kuwait,2005,48123.017845598944,NA,NA,NA,H
KWT,Kuwait,2006,49015.89063677855,NA,NA,NA,H
KWT,Kuwait,2007,48901.53962337393,NA,NA,NA,H
KWT,Kuwait,2008,47026.20107800111,NA,NA,NA,H
KWT,Kuwait,2009,41029.975025421416,NA,NA,NA,H
KWT,Kuwait,2010,37725.14120637101,NA,NA,NA,H
KWT,Kuwait,2011,39062.991690950796,NA,NA,NA,H
KWT,Kuwait,2012,39454.13444325717,NA,NA,NA,H
KWT,Kuwait,2013,37974.02968271739,NA,NA,NA,H
KWT,Kuwait,2014,35771.11282166348,26721.099609375,121407.8125,47714.3359375,H
KGZ,Kyrgyz Republic,1991,993.5097246011345,1110.408935546875,5990.59619140625,2262.4794921875,Missing
KGZ,Kyrgyz Republic,1992,845.709606783274,996.40802001953125,5172.06103515625,1880.6524658203125,Missing
KGZ,Kyrgyz Republic,1993,714.7628310485486,894.16650390625,4205.87060546875,1589.1656494140625,LM
KGZ,Kyrgyz Republic,1994,571.4039958391057,756.72296142578125,2915.60791015625,1347.6063232421875,LM
KGZ,Kyrgyz Republic,1995,535.0439645631963,655.0732421875,2934.510498046875,1371.276123046875,LM
KGZ,Kyrgyz Republic,1996,564.531454061683,742.53131103515625,3380.396240234375,1266.142822265625,L
KGZ,Kyrgyz Republic,1997,611.5212874866855,794.87774658203125,4283.10302734375,1249.05322265625,L
KGZ,Kyrgyz Republic,1998,614.989849409486,803.4129638671875,4321.8544921875,1303.5811767578125,L
KGZ,Kyrgyz Republic,1999,628.069322606845,784.5679931640625,4530.46875,1365.348876953125,L
KGZ,Kyrgyz Republic,2000,654.3123110718196,774.19158935546875,5369.24755859375,1391.802734375,L
KGZ,Kyrgyz Republic,2001,682.6241415520136,826.265869140625,5662.69091796875,1405.9747314453125,L
KGZ,Kyrgyz Republic,2002,676.2696345923306,953.57244873046875,4599.66650390625,1388.4573974609375,L
KGZ,Kyrgyz Republic,2003,716.2642506069959,1062.8460693359375,3941.843505859375,1357.480712890625,L
KGZ,Kyrgyz Republic,2004,757.3744278262149,1180.5474853515625,3325.90625,1423.114013671875,L
KGZ,Kyrgyz Republic,2005,747.5656166486439,1093.494140625,2868.072509765625,1489.83447265625,L
KGZ,Kyrgyz Republic,2006,762.5201161111452,1008.6537475585938,2351.530029296875,1783.467041015625,L
KGZ,Kyrgyz Republic,2007,819.8062972978087,1058.761474609375,2433.540283203125,1959.570068359375,L
KGZ,Kyrgyz Republic,2008,880.278820143015,1066.6827392578125,2690.075927734375,2169.3134765625,L
KGZ,Kyrgyz Republic,2009,894.8179586492897,NA,NA,NA,L
KGZ,Kyrgyz Republic,2010,880.0377751191087,NA,NA,NA,L
KGZ,Kyrgyz Republic,2011,921.1770391213919,NA,NA,NA,L
KGZ,Kyrgyz Republic,2012,905.1656688027127,1211.5478515625,2311.542724609375,2158.018798828125,L
KGZ,Kyrgyz Republic,2013,984.2390335351157,1311.299072265625,3170.08935546875,2157.634765625,L
KGZ,Kyrgyz Republic,2014,1003.510405298451,NA,NA,NA,L
LAO,Lao PDR,1991,472.9208910193464,NA,NA,NA,L
LAO,Lao PDR,1992,485.2913600005495,NA,NA,NA,L
LAO,Lao PDR,1993,500.11485606338135,NA,NA,NA,L
LAO,Lao PDR,1994,527.1188591975134,NA,NA,NA,L
LAO,Lao PDR,1995,550.8154890469127,683.7762451171875,5355.01806640625,3797.560791015625,L
LAO,Lao PDR,1996,576.1067929342342,NA,NA,NA,L
LAO,Lao PDR,1997,603.2641644680416,NA,NA,NA,L
LAO,Lao PDR,1998,615.4916838362268,NA,NA,NA,L
LAO,Lao PDR,1999,649.010371641397,NA,NA,NA,L
LAO,Lao PDR,2000,675.506337571635,NA,NA,NA,L
LAO,Lao PDR,2001,703.5826793677372,NA,NA,NA,L
LAO,Lao PDR,2002,734.7107011246467,NA,NA,NA,L
LAO,Lao PDR,2003,768.5771453566765,NA,NA,NA,L
LAO,Lao PDR,2004,805.9004914038892,NA,NA,NA,L
LAO,Lao PDR,2005,850.2413047397208,NA,NA,NA,L
LAO,Lao PDR,2006,908.6856138796516,NA,NA,NA,L
LAO,Lao PDR,2007,961.1248161689003,NA,NA,NA,L
LAO,Lao PDR,2008,1018.1944072850938,NA,NA,NA,L
LAO,Lao PDR,2009,1075.4159447006289,NA,NA,NA,L
LAO,Lao PDR,2010,1147.095386582709,1056.95703125,8817.6884765625,4038.979736328125,L
LAO,Lao PDR,2011,1218.602661135835,NA,NA,NA,L
LAO,Lao PDR,2012,1294.8006426348977,NA,NA,NA,LM
LAO,Lao PDR,2013,1381.6594105947352,NA,NA,NA,LM
LAO,Lao PDR,2014,1461.219232800154,NA,NA,NA,LM
LVA,Latvia,1995,5127.2618630669895,NA,NA,NA,LM
LVA,Latvia,1996,5307.404830776204,3646.363037109375,12421.509765625,13200.8466796875,LM
LVA,Latvia,1997,5842.643303734404,3301.28369140625,15377.869140625,15563.82421875,LM
LVA,Latvia,1998,6283.325246541624,3571.283447265625,15671.4345703125,16373.78515625,LM
LVA,Latvia,1999,6500.740001716943,3928.01904296875,16541.435546875,16559.76953125,LM
LVA,Latvia,2000,6918.203137799721,5383.798828125,16890.3046875,17500.521484375,LM
LVA,Latvia,2001,7460.663493764365,5602.759765625,17667.43359375,18852.310546875,LM
LVA,Latvia,2002,8084.634274394295,5452.3427734375,19846.77734375,19294.486328125,LM
LVA,Latvia,2003,8850.855473777283,6010.98486328125,19878.89453125,20737.943359375,UM
LVA,Latvia,2004,9694.370984035548,6690.31298828125,21103.416015625,22310.330078125,UM
LVA,Latvia,2005,10848.414935304172,7930.978515625,22879.19140625,24105.01171875,UM
LVA,Latvia,2006,12251.479722543167,7817.119140625,24195.966796875,26020.796875,UM
LVA,Latvia,2007,13582.191641716272,9318.3798828125,24284.599609375,28038.310546875,UM
LVA,Latvia,2008,13231.884336347419,11034.84375,22975.607421875,27397.34765625,UM
LVA,Latvia,2009,11521.91899166503,12926.8232421875,24307.34375,26885.640625,UM
LVA,Latvia,2010,11319.517002393999,13423.470703125,25761.94921875,26558.849609375,UM
LVA,Latvia,2011,12243.53796153416,12477.26171875,27838.7578125,28135.544921875,H
LVA,Latvia,2012,12892.850323011588,14131.61328125,27542.623046875,28427.1796875,UM
LVA,Latvia,2013,13425.448637648995,14464.138671875,26371.388671875,28617.53125,UM
LVA,Latvia,2014,13872.209914189729,15526.720703125,26549.40234375,28666.5703125,H
LBN,Lebanon,1991,5651.435397703437,NA,NA,NA,LM
LBN,Lebanon,1992,5760.513102316409,NA,NA,NA,LM
LBN,Lebanon,1993,5995.7886663646805,NA,NA,NA,LM
LBN,Lebanon,1994,6315.014682744669,NA,NA,NA,LM
LBN,Lebanon,1995,6597.377687907578,NA,NA,NA,LM
LBN,Lebanon,1996,6851.3993241933795,NA,NA,NA,LM
LBN,Lebanon,1997,6647.72691400008,NA,NA,NA,LM
LBN,Lebanon,1998,6839.503926694009,NA,NA,NA,LM
LBN,Lebanon,1999,6716.415273853346,NA,NA,NA,UM
LBN,Lebanon,2000,6641.076997550318,NA,NA,NA,UM
LBN,Lebanon,2001,6647.829544100224,NA,NA,NA,UM
LBN,Lebanon,2002,6554.214234250268,NA,NA,NA,UM
LBN,Lebanon,2003,6439.872757516234,NA,NA,NA,UM
LBN,Lebanon,2004,6631.6021014492935,NA,NA,NA,UM
LBN,Lebanon,2005,6599.673447329014,NA,NA,NA,UM
LBN,Lebanon,2006,6589.464801355767,NA,NA,NA,UM
LBN,Lebanon,2007,7159.055599430792,NA,NA,NA,UM
LBN,Lebanon,2008,7764.847380495743,NA,NA,NA,UM
LBN,Lebanon,2009,8416.510106295618,NA,NA,NA,UM
LBN,Lebanon,2010,8763.795964165507,NA,NA,NA,UM
LBN,Lebanon,2011,8443.91170921288,NA,NA,NA,UM
LBN,Lebanon,2012,8046.873696602451,NA,NA,NA,UM
LBN,Lebanon,2013,7562.242035657348,NA,NA,NA,UM
LBN,Lebanon,2014,7253.1129522221645,NA,NA,NA,UM
LSO,Lesotho,1991,646.2508262662766,NA,NA,NA,L
LSO,Lesotho,1992,679.5881734468044,NA,NA,NA,L
LSO,Lesotho,1993,688.497431173141,NA,NA,NA,L
LSO,Lesotho,1994,711.9911201713223,NA,NA,NA,L
LSO,Lesotho,1995,714.3272191940201,NA,NA,NA,L
LSO,Lesotho,1996,740.8501784843611,1306.2567138671875,5183.26025390625,4760.625,L
LSO,Lesotho,1997,761.4901925312319,603.784912109375,3932.066162109375,6495.1240234375,LM
LSO,Lesotho,1998,766.2909615718364,NA,NA,NA,L
LSO,Lesotho,1999,761.8441403227672,486.53973388671875,5664.78466796875,7857.1513671875,L
LSO,Lesotho,2000,793.8448075283046,NA,NA,NA,L
LSO,Lesotho,2001,820.6696364627301,NA,NA,NA,L
LSO,Lesotho,2002,818.9131008487685,NA,NA,NA,L
LSO,Lesotho,2003,851.328924942862,NA,NA,NA,L
LSO,Lesotho,2004,864.7984046106122,NA,NA,NA,L
LSO,Lesotho,2005,881.8214856820908,NA,NA,NA,L
LSO,Lesotho,2006,912.9313670525923,NA,NA,NA,L
LSO,Lesotho,2007,948.6589154709189,NA,NA,NA,LM
LSO,Lesotho,2008,994.6388657169183,2325.97607421875,2328.503173828125,4133.8779296875,LM
LSO,Lesotho,2009,1018.6281496772403,NA,NA,NA,LM
LSO,Lesotho,2010,1087.9827703446833,NA,NA,NA,LM
LSO,Lesotho,2011,1119.5770424260352,NA,NA,NA,LM
LSO,Lesotho,2012,1161.5540588698127,NA,NA,NA,LM
LSO,Lesotho,2013,1198.3837656899846,NA,NA,NA,LM
LSO,Lesotho,2014,1226.6038421639655,NA,NA,NA,LM
LBR,Liberia,1991,356.6055276526368,NA,NA,NA,L
LBR,Liberia,1992,235.75432572394482,NA,NA,NA,L
LBR,Liberia,1993,159.77149951653413,NA,NA,NA,L
LBR,Liberia,1994,124.20910608650557,NA,NA,NA,L
LBR,Liberia,1995,115.43566118321269,NA,NA,NA,L
LBR,Liberia,1996,122.4859435769967,NA,NA,NA,L
LBR,Liberia,1997,234.77234841439923,NA,NA,NA,L
LBR,Liberia,1998,282.653569249364,NA,NA,NA,L
LBR,Liberia,1999,321.054871088108,NA,NA,NA,L
LBR,Liberia,2000,391.4796561531875,NA,NA,NA,L
LBR,Liberia,2001,388.5562407320177,NA,NA,NA,L
